isbn13,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,title_and_subtitle,tagged_description,simple_categories,anger,disgust,fear,joy,neutral,sadness,surprise,spanish_description
9781416535522,1416535527,Santa Cruise,Mary Higgins Clark;Carol Higgins Clark,Fiction,http://books.google.com/books/content?id=QsbYE1Ks2BQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Embarking on a Mystery Seminar luxury cruise during the holiday season, amateur sleuth Alvirah, private detective Regan, and their family members find their voyage overshadowed by reports of a ghost spotting, the disappearance of a fan, and an unexpected storm. 550,000 first printing.",2006,3.41,261,4631,Santa Cruise: A Holiday Mystery at Sea,"9781416535522 Embarking on a Mystery Seminar luxury cruise during the holiday season, amateur sleuth Alvirah, private detective Regan, and their family members find their voyage overshadowed by reports of a ghost spotting, the disappearance of a fan, and an unexpected storm. 550,000 first printing.",Fiction,0.0641336441,0.1040066779,0.8159726262,0.04056443274,0.6663452983,0.1116901785,0.2653269768,"Al embarcarse en un crucero de lujo de Mystery Seminar durante la temporada navideña, el detective aficionado Alvirah, el detective privado Regan y sus familiares encuentran su viaje ensombrecido por informes de avistamiento de un fantasma, la desaparición de un ventilador y una tormenta inesperada. 550.000 primera impresión."
9781416537809,1416537805,Dragon,Clive Cussler,Fiction,http://books.google.com/books/content?id=xT2Um8qAJGAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Adventurer Dirk Pitt matches wits with a group of Japanese nationalist extremists out to establish a new empire as he races against time to recover an atomic bomb lost in the Pacific aboard a B-29 during World War II.,2006,3.92,602,11144,Dragon,9781416537809 Adventurer Dirk Pitt matches wits with a group of Japanese nationalist extremists out to establish a new empire as he races against time to recover an atomic bomb lost in the Pacific aboard a B-29 during World War II.,Fiction,0.4140054882,0.1383278817,0.05136283115,0.04056443274,0.5494767427,0.1116901785,0.07876550406,El aventurero Dirk Pitt se enfrenta a un grupo de extremistas nacionalistas japoneses que buscan establecer un nuevo imperio mientras corre contra el tiempo para recuperar una bomba atómica perdida en el Pacífico a bordo de un B-29 durante la Segunda Guerra Mundial.
9781416903437,1416903437,Wild Magic,Tamora Pierce,Juvenile Fiction,http://books.google.com/books/content?id=lV1OPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Thirteen-year-old DaIne has always had a knack with animals, but it's not until she's forced to leave home that she realizes it's more than a knack -- it's magic. With this wild magic, not only can Daine speak to animals, but also she can make them obey her. Daine takes a job handling horses for the Queen's Riders, where she meets the master mage Numair and becomes his student. Under Numair's guidance, Daine explores the scope of her magic. But she begins to sense other beings too: immortals. These bloodthirsty monsters have been imprisoned in the Divine Realms for the past four hundred years, but now someone has broken the barrier. It's up to Daine and her friends to defend their world from an immortal attack.",2005,4.33,362,58923,Wild Magic,"9781416903437 Thirteen-year-old DaIne has always had a knack with animals, but it's not until she's forced to leave home that she realizes it's more than a knack -- it's magic. With this wild magic, not only can Daine speak to animals, but also she can make them obey her. Daine takes a job handling horses for the Queen's Riders, where she meets the master mage Numair and becomes his student. Under Numair's guidance, Daine explores the scope of her magic. But she begins to sense other beings too: immortals. These bloodthirsty monsters have been imprisoned in the Divine Realms for the past four hundred years, but now someone has broken the barrier. It's up to Daine and her friends to defend their world from an immortal attack.",Children's Fiction,0.3391928971,0.3246552348,0.2086802274,0.2945401073,0.9330582619,0.1116901785,0.1413117349,"DaIne, de trece años, siempre ha tenido un don con los animales, pero no es hasta que se ve obligada a abandonar su hogar que se da cuenta de que es más que un don: es magia. Con esta magia salvaje, Daine no solo puede hablar con los animales, sino que también puede hacer que la obedezcan. Daine acepta un trabajo como cuidadora de caballos para los Jinetes de la Reina, donde conoce al maestro mago Numair y se convierte en su alumna. Bajo la guía de Numair, Daine explora el alcance de su magia. Pero también comienza a percibir a otros seres: inmortales. Estos monstruos sedientos de sangre han estado prisioneros en los Reinos Divinos durante los últimos cuatrocientos años, pero ahora alguien ha roto la barrera. Depende de Daine y sus amigos defender su mundo de un ataque inmortal."
9781416908166,1416908161,Godless,Pete Hautman,Juvenile Fiction,http://books.google.com/books/content?id=gYypDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"When sixteen-year-old Jason Bock and his friends create their own religion to worship the town's water tower, what started out as a joke begins to take on a power of its own.",2005,3.6,208,4097,Godless,"9781416908166 When sixteen-year-old Jason Bock and his friends create their own religion to worship the town's water tower, what started out as a joke begins to take on a power of its own.",Children's Fiction,0.0641336441,0.1056698039,0.05136283115,0.2095543593,0.5502513051,0.1116901785,0.07876550406,"Cuando Jason Bock, de dieciséis años, y sus amigos crean su propia religión para adorar la torre de agua de la ciudad, lo que comenzó como una broma comienza a adquirir un poder propio."
9781416908173,141690817X,The Realms of the Gods,Tamora Pierce,Juvenile Fiction,http://books.google.com/books/content?id=38knAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"During a dire battle against the fearsome Skinners, Daine and her mage teacher Numair are swept into the Divine Realms. Though happy to be alive, they are not where they want to be. They are desperately needed back home, where their old enemy, Ozorne, and his army of strange creatures are waging war against Tortall. Trapped in the mystical realms Daine discovers her mysterious parentage. And as these secrets of her past are revealed so is the treacherous way back to Tortall. So they embark on an extraordinary journey home, where the fate of all Tortall rests with Daine and her wild magic.",2006,4.32,347,45112,The Realms of the Gods,"9781416908173 During a dire battle against the fearsome Skinners, Daine and her mage teacher Numair are swept into the Divine Realms. Though happy to be alive, they are not where they want to be. They are desperately needed back home, where their old enemy, Ozorne, and his army of strange creatures are waging war against Tortall. Trapped in the mystical realms Daine discovers her mysterious parentage. And as these secrets of her past are revealed so is the treacherous way back to Tortall. So they embark on an extraordinary journey home, where the fate of all Tortall rests with Daine and her wild magic.",Children's Fiction,0.0641336441,0.1040066779,0.976965189,0.7565740943,0.7706861496,0.2008641064,0.2536492646,"Durante una cruenta batalla contra los temibles Desolladores, Daine y su maestro mago Numair son arrastrados a los Reinos Divinos. Aunque felices de estar vivos, no están donde quisieran estar. Se les necesita desesperadamente de vuelta en casa, donde su antiguo enemigo, Ozorne, y su ejército de extrañas criaturas libran una guerra contra Tortall. Atrapada en los reinos místicos, Daine descubre su misterioso linaje. Y a medida que se revelan los secretos de su pasado, también se revela el peligroso camino de regreso a Tortall. Así, se embarcan en un extraordinario viaje a casa, donde el destino de todo Tortall depende de Daine y su magia salvaje."
9781416909057,1416909052,Amelia's Notebook,Marissa Moss,Juvenile Fiction,http://books.google.com/books/content?id=szoDbs92tP4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"The hand-lettered contents of a nine-year-old girl's notebook, in which she records her thoughts and feelings about moving, starting school, and dealing with her older sister, also includes reflections on keeping her old best friend and making a new one.",2006,4.0,40,5200,Amelia's Notebook,"9781416909057 The hand-lettered contents of a nine-year-old girl's notebook, in which she records her thoughts and feelings about moving, starting school, and dealing with her older sister, also includes reflections on keeping her old best friend and making a new one.",Children's Fiction,0.0641336441,0.1040066779,0.05136283115,0.04056443274,0.8827975392,0.1116901785,0.07876550406,"El contenido escrito a mano del cuaderno de una niña de nueve años, en el que registra sus pensamientos y sentimientos sobre la mudanza, el comienzo de la escuela y el trato con su hermana mayor, también incluye reflexiones sobre conservar a su antigua mejor amiga y hacer una nueva."
9781416914631,1416914633,Go Ask Alice,Anonymous,Young Adult Fiction,http://books.google.com/books/content?id=2OzLwQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A teen plunges into a downward spiral of addiction in this classic cautionary tale. January 24th After you've had it, there isn't even life without drugs.... It started when she was served a soft drink laced with LSD in a dangerous party game. Within months, she was hooked, trapped in a downward spiral that took her from her comfortable home and loving family to the mean streets of an unforgiving city. It was a journey that would rob her of her innocence, her youth -- and ultimately her life. Read her diary. Enter her world. You will never forget her. For thirty-five years, the acclaimed, bestselling first-person account of a teenage girl's harrowing decent into the nightmarish world of drugs has left an indelible mark on generations of teen readers. As powerful -- and as timely -- today as ever, Go Ask Alice remains the definitive book on the horrors of addiction.",2006,3.76,213,209572,Go Ask Alice,"9781416914631 A teen plunges into a downward spiral of addiction in this classic cautionary tale. January 24th After you've had it, there isn't even life without drugs.... It started when she was served a soft drink laced with LSD in a dangerous party game. Within months, she was hooked, trapped in a downward spiral that took her from her comfortable home and loving family to the mean streets of an unforgiving city. It was a journey that would rob her of her innocence, her youth -- and ultimately her life. Read her diary. Enter her world. You will never forget her. For thirty-five years, the acclaimed, bestselling first-person account of a teenage girl's harrowing decent into the nightmarish world of drugs has left an indelible mark on generations of teen readers. As powerful -- and as timely -- today as ever, Go Ask Alice remains the definitive book on the horrors of addiction.",Nonfiction,0.4950408041,0.867033124,0.9709500074,0.04056443274,0.9376065135,0.354162395,0.1051463783,"Una adolescente se sumerge en una espiral descendente de adicción en este clásico cuento con moraleja. 24 de enero Después de que lo has tenido, ni siquiera hay vida sin drogas... Comenzó cuando le sirvieron un refresco mezclado con LSD en un peligroso juego de fiesta. En cuestión de meses, estaba enganchada, atrapada en una espiral descendente que la llevó de su cómodo hogar y su amorosa familia a las calles crueles de una ciudad implacable. Fue un viaje que la robaría de su inocencia, su juventud y, en última instancia, su vida. Lee su diario. Entra en su mundo. Nunca la olvidarás. Durante treinta y cinco años, el aclamado y exitoso relato en primera persona del desgarrador descenso de una adolescente al mundo de pesadilla de las drogas ha dejado una marca indeleble en generaciones de lectores adolescentes. Tan poderoso y tan oportuno hoy como siempre, Go Ask Alice sigue siendo el libro definitivo sobre los horrores de la adicción."
9781416916321,1416916326,Same Sex in the City,Lauren Levin;Lauren Blitzer,Self-Help,http://books.google.com/books/content?id=mDlmAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"At last, a relationship book for lesbians that tells it like it is . . . The journey from sexual curiosity to finally coming out can be confusing without proper guidance and empowering role models. In Same Sex in the City, Lauren Levin and Lauren Blitzer provide women -- gay, straight, and bi-curious alike -- with firsthand insight into the advantages and challenges of being a lesbian. In prose that is at once honest and uplifting, the Laurens relate their own experiences and those of the women they interview, as well as offer serious advice, titillating anecdotes, and a positive attitude for girls who know they're gay -- and for those who are wondering about their sexuality but are not yet sure whether their Prince Charming is really a Cinderella. Part confessional, part informational, Same Sex in the City covers the gamut of lesbian life -- from dating to heartbreak, and from hooking up with straight chicks to raising a family. It's the book that millions of women have been searching for -- a relationship guide that will help every woman come to terms with and celebrate her sexuality, whatever it may be.",2006,3.58,250,385,Same Sex in the City: (So Your Prince Charming Is Really a Cinderella),"9781416916321 At last, a relationship book for lesbians that tells it like it is . . . The journey from sexual curiosity to finally coming out can be confusing without proper guidance and empowering role models. In Same Sex in the City, Lauren Levin and Lauren Blitzer provide women -- gay, straight, and bi-curious alike -- with firsthand insight into the advantages and challenges of being a lesbian. In prose that is at once honest and uplifting, the Laurens relate their own experiences and those of the women they interview, as well as offer serious advice, titillating anecdotes, and a positive attitude for girls who know they're gay -- and for those who are wondering about their sexuality but are not yet sure whether their Prince Charming is really a Cinderella. Part confessional, part informational, Same Sex in the City covers the gamut of lesbian life -- from dating to heartbreak, and from hooking up with straight chicks to raising a family. It's the book that millions of women have been searching for -- a relationship guide that will help every woman come to terms with and celebrate her sexuality, whatever it may be.",Nonfiction,0.1021836624,0.1040066779,0.7027423382,0.3689310551,0.910138309,0.8311827779,0.07876550406,"Por fin, un libro sobre relaciones para lesbianas que cuenta las cosas como son... El camino desde la curiosidad sexual hasta salir del armario puede ser confuso sin la guía adecuada y modelos a seguir empoderadores. En Same Sex in the City, Lauren Levin y Lauren Blitzer ofrecen a las mujeres —gays, heterosexuales y bisexuales curiosas— una perspectiva de primera mano sobre las ventajas y los desafíos de ser lesbiana. En una prosa que es a la vez honesta y alentadora, las Lauren relatan sus propias experiencias y las de las mujeres que entrevistan, además de ofrecer consejos serios, anécdotas emocionantes y una actitud positiva para las chicas que saben que son gays, y para aquellas que se preguntan sobre su sexualidad pero aún no están seguras de si su príncipe azul es realmente una Cenicienta. Mitad confesional, mitad informativa, Same Sex in the City cubre toda la gama de la vida lésbica: desde las citas hasta el desamor, y desde enrollarse con chicas heterosexuales hasta criar una familia. Es el libro que millones de mujeres han estado buscando: una guía de relaciones que ayudará a cada mujer a aceptar y celebrar su sexualidad, sea cual sea."
9781416939214,1416939210,Z for Zachariah,Robert C. O'Brien,Juvenile Fiction,http://books.google.com/books/content?id=w5Gse7Me1c0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Believing herself to be the only survivor of a nuclear war, Ann Burden greets a wandering stranger with excitement and suspicion. An ALA Notable Book & ALA Best Book for Young Adults. Reprint.",2007,3.65,250,1005,Z for Zachariah,"9781416939214 Believing herself to be the only survivor of a nuclear war, Ann Burden greets a wandering stranger with excitement and suspicion. An ALA Notable Book & ALA Best Book for Young Adults. Reprint.",Children's Fiction,0.0641336441,0.1040066779,0.5565416217,0.7528077364,0.9503574967,0.1116901785,0.1384398192,"Creyéndose la única sobreviviente de una guerra nuclear, Ann Burden recibe a un extraño errante con emoción y desconfianza. Libro Destacado de la ALA y Mejor Libro para Jóvenes Adultos de la ALA. Reimpresión."
9781416939610,141693961X,Crazy Hot,Melissa de la Cruz,Juvenile Fiction,http://books.google.com/books/content?id=4oLf1WnMxGMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Eliza, Jacqui, and Mara are just beginning their new careers, but find themselves all together in the Hamptons once again since Eliza's new stepmother needs a nanny.",2007,3.94,271,2478,Crazy Hot,"9781416939610 Eliza, Jacqui, and Mara are just beginning their new careers, but find themselves all together in the Hamptons once again since Eliza's new stepmother needs a nanny.",Children's Fiction,0.0641336441,0.1040066779,0.05136283115,0.4389594793,0.5494767427,0.1974677742,0.07876550406,"Eliza, Jacqui y Mara recién comienzan sus nuevas carreras, pero se encuentran juntas en los Hamptons una vez más porque la nueva madrastra de Eliza necesita una niñera."
9781416947400,141694740X,He's Just Not That Into You (The Newly Expanded Edition),Greg Behrendt;Liz Tuccillo,Family & Relationships,http://books.google.com/books/content?id=-nIvvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"He’s Just Not That Into You—based on a popular episode of Sex and the City—is tough love advice for otherwise smart women on how to tell when a guy just doesn’t like them enough, so they can stop wasting time making excuses for a dead-end relationship. It’s the best relationship advice you’ll ever receive. For ages, women have come together over coffee, cocktails, or late-night phone chats to analyze the puzzling behavior of men. He’s afraid to get hurt again. Maybe he doesn’t want to ruin the friendship. Maybe he’s intimidated by me. He just got out of a relationship. Greg Behrendt and Liz Tuccillo are here to say that—despite good intentions—you’re wasting your time. Men are not complicated, although they’d like you to think they are. And there are no mixed messages. The truth may be, He’s just not that into you. Unfortunately, guys are too terrified to ever directly tell a woman, “You're not the one.” But their actions absolutely show how they feel. Reexamining familiar scenarios and classic mindsets that keep us in unsatisfying relationships, Behrendt and Tuccillo’s wise and wry understanding of the sexes spares women hours of waiting by the phone, obsessing over the details with sympathetic girlfriends, and hoping his mixed messages really mean, “I’m in love with you and want to be with you.” He’s Just Not That Into You is provocative, hilarious, and, above all, intoxicatingly liberating. It deserves a place on every woman’s night table. It knows you’re a beautiful, smart, funny woman who deserves better. The next time you feel the need to start “figuring him out,” consider the glorious thought that maybe, He’s just not that into you. And then set yourself loose to go find the one who is. This NEWLY EXPANDED EDITION includes: a new foreword from Greg Behrendt; a new chapter—providing an honest look at the stages of life after He's Just Not That Into You, according to Liz, including exaltation, loneliness, temptation, and balance; and Greg and Liz address the most frequently asked reader questions.",2006,3.66,208,51316,He's Just Not That Into You (The Newly Expanded Edition): The No-Excuses Truth to Understanding Guys,"9781416947400 He’s Just Not That Into You—based on a popular episode of Sex and the City—is tough love advice for otherwise smart women on how to tell when a guy just doesn’t like them enough, so they can stop wasting time making excuses for a dead-end relationship. It’s the best relationship advice you’ll ever receive. For ages, women have come together over coffee, cocktails, or late-night phone chats to analyze the puzzling behavior of men. He’s afraid to get hurt again. Maybe he doesn’t want to ruin the friendship. Maybe he’s intimidated by me. He just got out of a relationship. Greg Behrendt and Liz Tuccillo are here to say that—despite good intentions—you’re wasting your time. Men are not complicated, although they’d like you to think they are. And there are no mixed messages. The truth may be, He’s just not that into you. Unfortunately, guys are too terrified to ever directly tell a woman, “You're not the one.” But their actions absolutely show how they feel. Reexamining familiar scenarios and classic mindsets that keep us in unsatisfying relationships, Behrendt and Tuccillo’s wise and wry understanding of the sexes spares women hours of waiting by the phone, obsessing over the details with sympathetic girlfriends, and hoping his mixed messages really mean, “I’m in love with you and want to be with you.” He’s Just Not That Into You is provocative, hilarious, and, above all, intoxicatingly liberating. It deserves a place on every woman’s night table. It knows you’re a beautiful, smart, funny woman who deserves better. The next time you feel the need to start “figuring him out,” consider the glorious thought that maybe, He’s just not that into you. And then set yourself loose to go find the one who is. This NEWLY EXPANDED EDITION includes: a new foreword from Greg Behrendt; a new chapter—providing an honest look at the stages of life after He's Just Not That Into You, according to Liz, including exaltation, loneliness, temptation, and balance; and Greg and Liz address the most frequently asked reader questions.",Nonfiction,0.3706235886,0.3065959513,0.9711995721,0.9430292249,0.9563218951,0.1179071441,0.1653134376,"""Él simplemente no está tan interesado en ti"", basado en un episodio popular de Sexo en Nueva York, es un consejo de amor duro para mujeres inteligentes sobre cómo saber cuándo un chico simplemente no las quiere lo suficiente, para que puedan dejar de perder el tiempo inventando excusas para una relación sin futuro. Es el mejor consejo de relaciones que recibirás. Durante siglos, las mujeres se han reunido tomando café, cócteles o charlando por teléfono a altas horas de la noche para analizar el comportamiento desconcertante de los hombres. Tiene miedo de que lo vuelvan a lastimar. Tal vez no quiera arruinar la amistad. Tal vez se sienta intimidado por mí. Acaba de salir de una relación. Greg Behrendt y Liz Tuccillo están aquí para decirte que, a pesar de tus buenas intenciones, estás perdiendo el tiempo. Los hombres no son complicados, aunque les gustaría que pensaras que lo son. Y no hay mensajes contradictorios. La verdad puede ser que simplemente no le gustas tanto. Por desgracia, los hombres están demasiado aterrorizados como para decirle directamente a una mujer: ""No eres la indicada"". Pero sus acciones demuestran claramente cómo se sienten. Reexaminando escenarios familiares y mentalidades clásicas que nos mantienen en relaciones insatisfactorias, la comprensión sabia e irónica de Behrendt y Tuccillo de los sexos les ahorra a las mujeres horas de espera junto al teléfono, obsesionándose con los detalles con novias comprensivas y esperando que sus mensajes contradictorios realmente signifiquen: ""Estoy enamorada de ti y quiero estar contigo"". He's Just Not That Into You es provocadora, hilarante y, sobre todo, intoxicantemente liberadora. Merece un lugar en la mesa de noche de cada mujer. Sabe que eres una mujer hermosa, inteligente y divertida que se merece algo mejor. La próxima vez que sientas la necesidad de comenzar a ""descifrarlo"", considera el glorioso pensamiento de que tal vez, simplemente no está tan interesado en ti. Y luego libérate para encontrar al que sí lo está. Esta EDICIÓN RECIENTEMENTE AMPLIADA incluye: un nuevo prólogo de Greg Behrendt; un nuevo capítulo: ofrece una mirada honesta a las etapas de la vida después de Él simplemente no está tan interesado en ti, según Liz, incluida la exaltación, la soledad, la tentación y el equilibrio; y Greg y Liz abordan las preguntas más frecuentes de los lectores."
9781419154072,1419154079,The Birth Of Tragedy,Friedrich Wilhelm Nietzsche,Philosophy,http://books.google.com/books/content?id=t8NWyUHPwc0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Indeed, what is the Dionysian? This book offers an answer to that question: a ""knowledgeable person"" speaks there, the initiate and disciple of his own god. Perhaps I would now speak with more care and less eloquently about such a difficult psychological question as the origin of tragedy among the Greeks. A basic issue is the relationship of the Greeks to pain, the degree of their sensitivity. Did this relationship remain constant? Or did it turn itself around? That question whether their constantly strong desire for beauty, feasts, festivities, and new cults arose out of some lack, deprivation, melancholy, or pain.",2004,3.98,84,32,The Birth Of Tragedy,"9781419154072 Indeed, what is the Dionysian? This book offers an answer to that question: a ""knowledgeable person"" speaks there, the initiate and disciple of his own god. Perhaps I would now speak with more care and less eloquently about such a difficult psychological question as the origin of tragedy among the Greeks. A basic issue is the relationship of the Greeks to pain, the degree of their sensitivity. Did this relationship remain constant? Or did it turn itself around? That question whether their constantly strong desire for beauty, feasts, festivities, and new cults arose out of some lack, deprivation, melancholy, or pain.",Nonfiction,0.0641336441,0.1492820382,0.4846696556,0.04056443274,0.9476976395,0.8856465816,0.07876550406,"En efecto, ¿qué es lo dionisíaco? Este libro ofrece una respuesta a esa pregunta: allí habla una persona sabia, el iniciado y discípulo de su propio dios. Quizás ahora hablaría con más cuidado y menos elocuencia sobre una cuestión psicológica tan difícil como el origen de la tragedia entre los griegos. Una cuestión fundamental es la relación de los griegos con el dolor, el grado de su sensibilidad. ¿Permaneció constante esta relación? ¿O se transformó? Esa pregunta es si su deseo constante de belleza, fiestas, festividades y nuevos cultos surgió de alguna carencia, privación, melancolía o dolor."
9781419317262,1419317261,The Curious Incident of the Dog in the Night-time,Mark Haddon,Autism,,"Despite his overwhelming fear of interacting with people, Christopher, a mathematically-gifted, autistic fifteen-year-old boy, decides to investigate the murder of a neighbor's dog and uncovers secret information about his mother.",2003,3.87,6,589,The Curious Incident of the Dog in the Night-time: A Novel,"9781419317262 Despite his overwhelming fear of interacting with people, Christopher, a mathematically-gifted, autistic fifteen-year-old boy, decides to investigate the murder of a neighbor's dog and uncovers secret information about his mother.",Nonfiction,0.0641336441,0.1040066779,0.9471648335,0.04056443274,0.5494767427,0.1116901785,0.07876550406,"A pesar de su abrumador miedo a interactuar con la gente, Christopher, un chico autista de quince años con talento para las matemáticas, decide investigar el asesinato del perro de un vecino y descubre información secreta sobre su madre."
9781419542206,1419542206,The Scarlet Letter,Nathaniel Hawthorne,Study Aids,http://books.google.com/books/content?id=JgwYvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Scarlet Letter: A Kaplan SAT Score-Raising Classic features: *The complete tale of the classic novel, The Scarlet Letter *More than 800 vocabulary words frequently tested on the SAT highlighted throughout the text *Definitions for each highlighted word on the facing page *A pronunciation guide *An index for easy reference",2006,3.39,553,22,The Scarlet Letter: A Kaplan SAT Score-Raising Classic,"9781419542206 The Scarlet Letter: A Kaplan SAT Score-Raising Classic features: *The complete tale of the classic novel, The Scarlet Letter *More than 800 vocabulary words frequently tested on the SAT highlighted throughout the text *Definitions for each highlighted word on the facing page *A pronunciation guide *An index for easy reference",Fiction,0.008704525419,0.006070465781,0.005376978312,0.1746080369,0.7415609956,0.005748494994,0.05793037638,"La letra escarlata: un clásico de Kaplan que eleva su puntuación en el SAT incluye: *La historia completa de la novela clásica, La letra escarlata *Más de 800 palabras de vocabulario frecuentemente evaluadas en el SAT resaltadas a lo largo del texto *Definiciones de cada palabra resaltada en la página siguiente *Una guía de pronunciación *Un índice para una fácil referencia"
9781419950582,1419950584,Harm's Way,Elizabeth Stewart,Fiction,http://books.google.com/books/content?id=rX2NswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""Elgin Collier, AKA Gillian Shelby, is the world's most popular women's erotica author. She has wealth, success and now apparently a stalker who may already have committed murder. Sheila Forbes, Elgin's publisher and best friend hires Campbell Harm, head of Harm's Way Security to protect her and find the stalker. It's hate at first sight for these strong-willed, independent people. He thinks she's a """"pornographer"""" and she thinks he's a """"knuckle-dragging Neanderthal."""" Sparks fly from their first meeting.""",2005,3.36,261,13,Harm's Way,"9781419950582 ""Elgin Collier, AKA Gillian Shelby, is the world's most popular women's erotica author. She has wealth, success and now apparently a stalker who may already have committed murder. Sheila Forbes, Elgin's publisher and best friend hires Campbell Harm, head of Harm's Way Security to protect her and find the stalker. It's hate at first sight for these strong-willed, independent people. He thinks she's a """"pornographer"""" and she thinks he's a """"knuckle-dragging Neanderthal."""" Sparks fly from their first meeting.""",Fiction,0.551245451,0.402798295,0.4331035912,0.1088931412,0.8477743268,0.0750900358,0.3848015964,"Elgin Collier, alias Gillian Shelby, es la autora de literatura erótica femenina más popular del mundo. Tiene fortuna, éxito y, al parecer, ahora tiene un acosador que podría haber cometido ya un asesinato. Sheila Forbes, editora y mejor amiga de Elgin, contrata a Campbell Harm, jefe de Seguridad Harm's Way, para protegerla y encontrar al acosador. Es un odio a primera vista hacia estas personas independientes y de carácter fuerte. Él cree que ella es una ""pornógrafa"" y ella, un ""neandertal torpe"". Saltan chispas desde su primer encuentro."
9781419953965,1419953966,Wicked Sacrifice,Lora Leigh,Fiction,http://books.google.com/books/content?id=dQ7sPAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Bound Hearts - Wicked Intent By Lora Leigh Control has meant everything to Tally Raines. Control of the office she ran as Jesse Wyman's secretary, and now control of Lucian Conover's office as well. But Lucian isn't content to be controlled by his fiery secretary. As a matter of fact, Lucian thinks she needs to loosen up and let the sexy, sensual woman hiding beneath her cool exterior free. And he will dare her to do just that...With a little help. Bound Hearts - Sacrifice By Lora Leigh Book five of the Bound Hearts series. Kimberly has run from Jared for a year now, sensing the weakness he could be to her future. But she never expected the sacrifice he would make for her. One that will rock her soul, and destroy the very foundations of all her beliefs. Her sexuality, her heart, and all she's fought for in the last six years will be tested when an assignment takes her to Jared's farm, and into his bed. There she will learn the true meaning of hunger, of love¿as well as the deception and the lies that have governed her life for so long. Anything worth having is worth sacrificing for. Kimberly is about to find out if she can pay the price, and risk not only the inheritance that should be hers, but also her heart to the one man who can still the fires that rage in her soul.",2006,4.22,290,2117,Wicked Sacrifice,"9781419953965 Bound Hearts - Wicked Intent By Lora Leigh Control has meant everything to Tally Raines. Control of the office she ran as Jesse Wyman's secretary, and now control of Lucian Conover's office as well. But Lucian isn't content to be controlled by his fiery secretary. As a matter of fact, Lucian thinks she needs to loosen up and let the sexy, sensual woman hiding beneath her cool exterior free. And he will dare her to do just that...With a little help. Bound Hearts - Sacrifice By Lora Leigh Book five of the Bound Hearts series. Kimberly has run from Jared for a year now, sensing the weakness he could be to her future. But she never expected the sacrifice he would make for her. One that will rock her soul, and destroy the very foundations of all her beliefs. Her sexuality, her heart, and all she's fought for in the last six years will be tested when an assignment takes her to Jared's farm, and into his bed. There she will learn the true meaning of hunger, of love¿as well as the deception and the lies that have governed her life for so long. Anything worth having is worth sacrificing for. Kimberly is about to find out if she can pay the price, and risk not only the inheritance that should be hers, but also her heart to the one man who can still the fires that rage in her soul.",Fiction,0.9585122466,0.1678686291,0.2531517446,0.3540327847,0.8981692791,0.2484810203,0.9380221367,"Corazones Unidos - Intención Perversa Por Lora Leigh El control lo ha significado todo para Tally Raines. Control de la oficina que dirigía como secretaria de Jesse Wyman, y ahora también control de la oficina de Lucian Conover. Pero Lucian no se conforma con ser controlado por su ardiente secretaria. De hecho, Lucian cree que necesita relajarse y dejar libre a la mujer sexy y sensual que se esconde bajo su exterior frío. Y él la retará a hacer precisamente eso... Con un poco de ayuda. Corazones Unidos - Sacrificio Por Lora Leigh Libro cinco de la serie Corazones Unidos. Kimberly ha huido de Jared durante un año, presentiendo la debilidad que él podría representar para su futuro. Pero nunca imaginó el sacrificio que haría por ella. Uno que sacudirá su alma y destruirá los cimientos de todas sus creencias. Su sexualidad, su corazón y todo por lo que ha luchado en los últimos seis años se pondrán a prueba cuando una misión la lleve a la granja de Jared y a su cama. Allí aprenderá el verdadero significado del hambre, del amor, así como el engaño y las mentiras que han dominado su vida durante tanto tiempo. Todo lo que vale la pena poseer, vale la pena sacrificarlo. Kimberly está a punto de descubrir si puede pagar el precio y arriesgar no solo la herencia que debería ser suya, sino también su corazón por el único hombre que puede apaciguar el fuego que arde en su alma."
